,"Type","Date","Num","Memo","Name","Item","Qty","U/M","Sales Price","Amount","Balance"
,"Invoice","10/14/2022","523865","810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM2675","LISSL303-AY (810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316))",4,"EA",4.30,17.20,206.40
"Total ACM2675",,,,,,,48,,,206.40,206.40
"ACM2789",,,,,,,,,,,""
,"Invoice","10/20/2022","524348","810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM2789","LISSL201-AY (810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286))",17,"EA",4.30,73.10,73.10
,"Invoice","10/20/2022","524348","810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM2789","LISSL202-AY (810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286))",27,"EA",4.30,116.10,189.20
,"Invoice","10/20/2022","524348","810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM2789","LISSL203-AY (810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286))",4,"EA",4.30,17.20,206.40
"Total ACM2789",,,,,,,48,,,206.40,206.40
"ACM2827",,,,,,,,,,,""
,"Invoice","10/14/2022","523866","810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM2827","LISSL301-AY (810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316))",17,"EA",4.30,73.10,73.10
,"Invoice","10/14/2022","523866","810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM2827","LISSL302-AY (810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316))",27,"EA",4.30,116.10,189.20
,"Invoice","10/14/2022","523866","810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM2827","LISSL303-AY (810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316))",4,"EA",4.30,17.20,206.40
"Total ACM2827",,,,,,,48,,,206.40,206.40
"ACM2836",,,,,,,,,,,""
,"Invoice","10/14/2022","523874","810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM2836","LISSL201-AY (810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286))",17,"EA",4.30,73.10,73.10
,"Invoice","10/14/2022","523874","810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM2836","LISSL202-AY (810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286))",27,"EA",4.30,116.10,189.20
,"Invoice","10/14/2022","523874","810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM2836","LISSL203-AY (810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286))",4,"EA",4.30,17.20,206.40
"Total ACM2836",,,,,,,48,,,206.40,206.40
"ACM2914",,,,,,,,,,,""
,"Invoice","10/14/2022","523862","810312-023723 / #23723 ORIGINAL DENIM JEGGING S-M (J3047)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM2914","LIODJ401-AY (810312-023723 / #23723 ORIGINAL DENIM JEGGING S-M (J3047))",13,"EA",10.50,136.50,136.50
,"Invoice","10/14/2022","523862","810312-023730 / #23730 ORIGINAL DENIM JEGGING L-XL (J3047)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM2914","LIODJ402-AY (810312-023730 / #23730 ORIGINAL DENIM JEGGING L-XL (J3047))",23,"EA",10.50,241.50,378.00
,"Invoice","10/14/2022","523862","810312-023747 / #23747 ORIGINAL DENIM JEGGING 2XL-3XL (J3047)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM2914","LIODJ403-AY (810312-023747 / #23747 ORIGINAL DENIM JEGGING 2XL-3XL (J3047))",4,"EA",10.50,42.00,420.00
"Total ACM2914",,,,,,,40,,,420.00,420.00
"ACM2931",,,,,,,,,,,""
,"Invoice","11/01/2022","527129","810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM2931","LISSL201-AY (810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286))",17,"EA",4.30,73.10,73.10
,"Invoice","11/01/2022","527129","810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM2931","LISSL202-AY (810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286))",27,"EA",4.30,116.10,189.20
,"Invoice","11/01/2022","527129","810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM2931","LISSL203-AY (810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286))",4,"EA",4.30,17.20,206.40
"Total ACM2931",,,,,,,48,,,206.40,206.40
"ACM295",,,,,,,,,,,""
,"Invoice","10/14/2022","523863","810312-023723 / #23723 ORIGINAL DENIM JEGGING S-M (J3047)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM295","LIODJ401-AY (810312-023723 / #23723 ORIGINAL DENIM JEGGING S-M (J3047))",13,"EA",10.50,136.50,136.50
,"Invoice","10/14/2022","523863","810312-023730 / #23730 ORIGINAL DENIM JEGGING L-XL (J3047)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM295","LIODJ402-AY (810312-023730 / #23730 ORIGINAL DENIM JEGGING L-XL (J3047))",23,"EA",10.50,241.50,378.00
,"Invoice","10/14/2022","523863","810312-023747 / #23747 ORIGINAL DENIM JEGGING 2XL-3XL (J3047)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM295","LIODJ403-AY (810312-023747 / #23747 ORIGINAL DENIM JEGGING 2XL-3XL (J3047))",4,"EA",10.50,42.00,420.00
"Total ACM295",,,,,,,40,,,420.00,420.00
"ACM2956",,,,,,,,,,,""
,"Invoice","10/14/2022","523864","810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM2956","LISSL301-AY (810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316))",17,"EA",4.30,73.10,73.10
,"Invoice","10/14/2022","523864","810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM2956","LISSL302-AY (810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316))",27,"EA",4.30,116.10,189.20
,"Invoice","10/14/2022","523864","810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM2956","LISSL303-AY (810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316))",4,"EA",4.30,17.20,206.40
"Total ACM2956",,,,,,,48,,,206.40,206.40
"ACM2998",,,,,,,,,,,""
,"Invoice","10/14/2022","523876","810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM2998","LISSL201-AY (810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286))",17,"EA",4.30,73.10,73.10
,"Invoice","10/14/2022","523876","810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM2998","LISSL202-AY (810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286))",27,"EA",4.30,116.10,189.20
,"Invoice","10/14/2022","523876","810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM2998","LISSL203-AY (810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286))",4,"EA",4.30,17.20,206.40
"Total ACM2998",,,,,,,48,,,206.40,206.40
"ACM3796",,,,,,,,,,,""
,"Credit Memo","10/16/2022","523886","810312-022603 / #22603 POM-POM SLIPPERS","ALBERTSONS SAFEWAY:ACME MARKETS:ACM3796","GMPPS100-FW (810312-022603 / #22603 POM-POM SLIPPERS)",-2,,4.50,-9.00,-9.00
,"Credit Memo","10/16/2022","523886","810312-023242 / #23242 PRINTED HNKERCHF HEM TUNIC S-XL (T4259)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM3796","LIPHHT101-FW (810312-023242 / #23242 PRINTED HNKERCHF HEM TUNIC S-XL (T4259))",-1,,8.00,-8.00,-17.00
,"Credit Memo","10/16/2022","523886","810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM3796","LISSL301-AY (810312-023693 / #23693 PRINTED SUP SOFT LEG S-L (L9316))",-1,,4.30,-4.30,-21.30
,"Credit Memo","10/16/2022","523886","810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM3796","LISSL302-AY (810312-023709 / #23709 PRINTED SUP SOFT LEG L-XL (L9316))",-11,,4.30,-47.30,-68.60
,"Credit Memo","10/16/2022","523886","810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM3796","LISSL303-AY (810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316))",-3,,4.30,-12.90,-81.50
"Total ACM3796",,,,,,,-18,,,-81.50,-81.50
"ACM3919",,,,,,,,,,,""
,"Invoice","10/14/2022","523877","810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM3919","LISSL201-AY (810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286))",17,"EA",4.30,73.10,73.10
,"Invoice","10/14/2022","523877","810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM3919","LISSL202-AY (810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286))",27,"EA",4.30,116.10,189.20
,"Invoice","10/14/2022","523877","810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM3919","LISSL203-AY (810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286))",4,"EA",4.30,17.20,206.40
,"Credit Memo","10/16/2022","523887","810312-023242 / #23242 PRINTED HNKERCHF HEM TUNIC S-XL (T4259)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM3919","LIPHHT101-FW (810312-023242 / #23242 PRINTED HNKERCHF HEM TUNIC S-XL (T4259))",-4,,8.00,-32.00,174.40
"Total ACM3919",,,,,,,44,,,174.40,174.40
"ACM3920",,,,,,,,,,,""
,"Invoice","10/14/2022","523878","810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM3920","LISSL201-AY (810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286))",17,"EA",4.30,73.10,73.10
,"Invoice","10/14/2022","523878","810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM3920","LISSL202-AY (810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286))",27,"EA",4.30,116.10,189.20
,"Invoice","10/14/2022","523878","810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM3920","LISSL203-AY (810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286))",4,"EA",4.30,17.20,206.40
"Total ACM3920",,,,,,,48,,,206.40,206.40
"ACM3961",,,,,,,,,,,""
,"Invoice","10/14/2022","523879","810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM3961","LISSL201-AY (810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286))",17,"EA",4.30,73.10,73.10
,"Invoice","10/14/2022","523879","810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM3961","LISSL202-AY (810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286))",27,"EA",4.30,116.10,189.20
,"Invoice","10/14/2022","523879","810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM3961","LISSL203-AY (810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286))",4,"EA",4.30,17.20,206.40
"Total ACM3961",,,,,,,48,,,206.40,206.40
"ACM3994",,,,,,,,,,,""
,"Invoice","10/14/2022","523868","810312-023235 / #23235 HIGH RISE ATHLETIC LEGGINGS","ALBERTSONS SAFEWAY:ACME MARKETS:ACM3994","GMHRAL100-AY (810312-023235 / #23235 HIGH RISE ATHLETIC LEGGINGS)",48,"EA",8.00,384.00,384.00
"Total ACM3994",,,,,,,48,,,384.00,384.00
"ACM4913",,,,,,,,,,,""
,"Invoice","11/01/2022","527128","810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM4913","LISSL201-AY (810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286))",17,"EA",4.30,73.10,73.10
,"Invoice","11/01/2022","527128","810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM4913","LISSL202-AY (810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286))",27,"EA",4.30,116.10,189.20
,"Invoice","11/01/2022","527128","810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM4913","LISSL203-AY (810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286))",4,"EA",4.30,17.20,206.40
"Total ACM4913",,,,,,,48,,,206.40,206.40
"ACM664",,,,,,,,,,,""
,"Invoice","10/14/2022","523880","810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM664","LISSL201-AY (810312-023662 / #23662 SOLID SUP SOFT LEG S-L (L6286))",17,"EA",4.30,73.10,73.10
,"Invoice","10/14/2022","523880","810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM664","LISSL202-AY (810312-023679 / #23679 SOLID SUP SOFT LEG L-2XL (L6286))",27,"EA",4.30,116.10,189.20
,"Invoice","10/14/2022","523880","810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM664","LISSL203-AY (810312-023686 / #23686 SOLID SUP SOFT LEG 2XL-3XL (L6286))",4,"EA",4.30,17.20,206.40
"Total ACM664",,,,,,,48,,,206.40,206.40
"ACM703",,,,,,,,,,,""
,"Invoice","10/14/2022","523861","810312-023723 / #23723 ORIGINAL DENIM JEGGING S-M (J3047)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM703","LIODJ401-AY (810312-023723 / #23723 ORIGINAL DENIM JEGGING S-M (J3047))",13,"EA",10.50,136.50,136.50
,"Invoice","10/14/2022","523861","810312-023730 / #23730 ORIGINAL DENIM JEGGING L-XL (J3047)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM703","LIODJ402-AY (810312-023730 / #23730 ORIGINAL DENIM JEGGING L-XL (J3047))",23,"EA",10.50,241.50,378.00
,"Invoice","10/14/2022","523861","810312-023747 / #23747 ORIGINAL DENIM JEGGING 2XL-3XL (J3047)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM703","LIODJ403-AY (810312-023747 / #23747 ORIGINAL DENIM JEGGING 2XL-3XL (J3047))",4,"EA",10.50,42.00,420.00
"Total ACM703",,,,,,,40,,,420.00,420.00
"ACM726",,,,,,,,,,,""
,"Credit Memo","10/16/2022","523888","810312-022603 / #22603 POM-POM SLIPPERS","ALBERTSONS SAFEWAY:ACME MARKETS:ACM726","GMPPS100-FW (810312-022603 / #22603 POM-POM SLIPPERS)",-12,,4.50,-54.00,-54.00
,"Credit Memo","10/16/2022","523888","810312-023051 / #23051 SOLID DENIM JEGGING S-M (J5153)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM726","LISDJ101-AY (810312-023051 / #23051 SOLID DENIM JEGGING S-M (J5153))",-2,,8.80,-17.60,-71.60
,"Credit Memo","10/16/2022","523888","810312-023242 / #23242 PRINTED HNKERCHF HEM TUNIC S-XL (T4259)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM726","LIPHHT101-FW (810312-023242 / #23242 PRINTED HNKERCHF HEM TUNIC S-XL (T4259))",-1,,8.00,-8.00,-79.60
,"Credit Memo","10/16/2022","523888","810312-023358 / #23358 SOLID DENIM JEGGING L-XL (J5153)","ALBERTSONS SAFEWAY:ACME MARKETS:ACM726","LISDJ102-AY (810312-023358 / #23358 SOLID DENIM JEGGING L-XL (J5153))",-5,,8.80,-44.00,-123.60
"Total ACM726",,,,,,,-20,,,-123.60,-123.60
"ACM806",,,,,,,,,,,""
